iso3,country,region,income_group,potential_capacity_score,potential_capacity_rank_point,median_potential_capacity_rank,potential_rank_p05,potential_rank_p95,top_quartile_probability,bottom_quartile_probability,method_disagreement_index,capacity_score,preparedness_score,vulnerability_score,equity_access_score,expanded_feature_missing_count,expanded_feature_missing_rate,n_valid_pipelines,n_countries_in_sample,n_indicators,ghs_overall_2019,ghs_prevention_2019,ghs_detection_2019,ghs_response_2019,ghs_health_system_2019,ghs_compliance_2019,ghs_risk_environment_2019,ghs_overall_2019_scaled,ghs_prevention_2019_scaled,ghs_detection_2019_scaled,ghs_response_2019_scaled,ghs_health_system_2019_scaled,ghs_compliance_2019_scaled,ghs_risk_environment_2019_scaled,ghs_only_preparedness_score,preparedness_proxy_plus_ghs_score,n,coverage_count,missing_count,missing_rate,source_provenance
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0.6736728995848067,72,87.5,70.85,110.05,0.0,0.0,0.2041666666666667,0.25366575099988,0.9592596257996054,0.7339569865766812,0.7478092349630598,0,0.0,60,193,26,32.1,25.3,20.4,48.9,13.1,29.2,56.0,0.2435677530017153,0.31389578163771714,0.24519230769230765,0.46204620462046203,0.15967523680649523,0.08981001727115714,0.496875,0.2872946144328364,0.6232771201162209,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
IRN,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,0.6716950825288099,73,90.0,71.9,107.0,0.0,0.0,0.1828124999999999,0.2899006188927754,0.979555809138539,0.7206501324705947,0.6966737696133306,2,0.0769230769230769,60,193,26,39.5,42.9,24.7,51.2,39.4,27.1,51.9,0.3704974271012007,0.532258064516129,0.296875,0.5000000000000001,0.5155615696887685,0.05354058721934372,0.4328125,0.3859350212179203,0.6827454151782296,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
NRU,Nauru,East Asia & Pacific,High income,0.670929668447223,74,70.5,46.0,111.0,0.1166666666666666,0.0,0.3385416666666667,0.5668279441592471,0.8864385214919197,0.389373482358202,0.8410787257795229,3,0.1153846153846153,60,193,26,19.5,4.2,0.0,33.1,7.6,24.1,47.8,0.027444253859348223,0.05210918114143921,0.0,0.20132013201320137,0.08525033829499322,0.0017271157167530469,0.36874999999999997,0.10522871728939072,0.49583361939065523,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,0.6701417723839488,75,71.5,50.0,84.05,0.0333333333333333,0.0,0.17734375,0.3606948551024671,0.9521916893872016,0.5932353937819079,0.7744451512642184,2,0.0769230769230769,60,193,26,32.7,17.1,5.3,37.1,24.7,54.2,57.7,0.2538593481989709,0.2121588089330025,0.06370192307692307,0.26732673267326734,0.3166441136671177,0.5215889464594128,0.5234375,0.3083881961440992,0.6302899427656503,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
ALB,Albania,Europe & Central Asia,Upper middle income,0.6696856726155633,76,83.5,73.95,92.05,0.0,0.0,0.0942708333333333,0.3345657943556133,0.9726193994126826,0.7797703899355044,0.5917871067584531,1,0.0384615384615384,60,193,26,46.2,42.0,45.4,43.5,37.8,55.0,53.7,0.4854202401372213,0.5210918114143921,0.5456730769230769,0.37293729372937295,0.4939106901217862,0.5354058721934369,0.46093750000000006,0.487910926359898,0.7302651628862903,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,0.6686025330658762,77,75.0,60.95,93.0,0.0,0.0,0.1669270833333333,0.4119113055278265,0.9405649421131524,0.6146409081395038,0.7072929764830225,1,0.0384615384615384,60,193,26,37.7,36.2,20.0,35.7,24.4,57.3,52.7,0.339622641509434,0.44913151364764275,0.24038461538461536,0.2442244224422443,0.31258457374830845,0.5751295336787564,0.44531250000000006,0.37234140005871447,0.6564531710859335,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,0.6647839475886296,78,67.0,57.9,79.05,0.0,0.0,0.11015625,0.4175374788716006,0.942039817022099,0.6969060044676371,0.6026524899931812,2,0.0769230769230769,60,193,26,30.8,16.7,8.1,36.4,9.1,51.9,62.8,0.22126929674099488,0.20719602977667495,0.09735576923076922,0.25577557755775576,0.10554803788903923,0.4818652849740932,0.6031249999999999,0.28173357088133244,0.6118866939517158,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
ECU,Ecuador,Latin America & Caribbean ,Upper middle income,0.664199875526843,79,77.5,59.55,87.05,0.0166666666666666,0.0,0.1432291666666666,0.3467191820439355,0.7721230764365231,0.7681359992125998,0.7698212444143137,0,0.0,60,193,26,48.2,49.4,45.3,44.2,49.6,45.7,55.2,0.5197255574614066,0.6129032258064516,0.5444711538461537,0.38448844884488453,0.6535859269282814,0.3747841105354059,0.48437500000000006,0.5106190604889405,0.6413710684627318,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,0.6623497621693846,80,68.5,53.0,77.0,0.0,0.0,0.125,0.4938099285027721,0.6856349836250097,0.6897881404976597,0.7801659960520969,1,0.0384615384615384,60,193,26,36.4,34.6,13.3,36.0,39.3,45.3,49.9,0.31732418524871353,0.42928039702233256,0.15985576923076925,0.2491749174917492,0.5142083897158322,0.3678756476683937,0.4015625,0.34846882948254143,0.5170519065537755,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
LBY,Libya,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,0.6597821993652432,81,87.0,78.85,103.0,0.0,0.0,0.12578125,0.3839160252030721,0.8404155544724616,0.6255679164991333,0.7892293012863056,0,0.0,60,193,26,23.3,15.5,22.1,21.5,13.1,29.2,38.5,0.0926243567753002,0.19230769230769232,0.265625,0.009900990099009924,0.15967523680649523,0.08981001727115714,0.2234375,0.1476258276085221,0.49402069104049184,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
PSE,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0.6587017614512714,82,96.0,82.0,112.0,0.0,0.0,0.15625,0.3176807706933734,0.9877450980392156,0.6045379500737209,0.7248432269987758,1,0.0384615384615384,60,193,26,,,,,,,,,,,,,,,,0.9877450980392156,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
BRB,Barbados,Latin America & Caribbean ,High income,0.6579409859020005,83,71.0,64.85,106.49999999999996,0.0,0.0,0.2169270833333332,0.4376839484267321,0.8694472408349976,0.5981394797313992,0.7264932746148729,0,0.0,60,193,26,32.2,23.8,7.9,37.1,9.6,47.2,67.8,0.24528301886792458,0.29528535980148884,0.09495192307692307,0.26732673267326734,0.11231393775372123,0.4006908462867012,0.6812499999999999,0.299585974065718,0.5845166074503578,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
THA,Thailand,East Asia & Pacific,Upper middle income,0.6577800277292037,84,85.0,40.0,105.39999999999998,0.1,0.0,0.3406249999999999,0.1805741643377892,0.8457201250794135,0.6959196213257433,0.9089062001738688,0,0.0,60,193,26,68.9,63.9,83.2,78.6,62.3,66.5,58.9,0.8747855917667239,0.792803970223325,1.0,0.9521452145214521,0.8254397834912043,0.7340241796200345,0.5421875,0.817340891374677,0.8315305082270452,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,0.656083207299029,85,65.0,37.0,84.0,0.1,0.0,0.2447916666666666,0.3119948676060742,0.9066315423963224,0.7046030667039356,0.7011033524897836,0,0.0,60,193,26,34.2,13.9,24.7,39.2,12.0,55.6,59.7,0.2795883361921098,0.17245657568238215,0.296875,0.301980198019802,0.14479025710419482,0.5457685664939551,0.5546875,0.32802091907034914,0.6173262307333358,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
MDA,Moldova,Europe & Central Asia,Upper middle income,0.6559742104121051,86,70.5,51.9,95.0,0.0333333333333333,0.0,0.2244791666666666,0.5279581493319597,0.8066741913681217,0.6028075479993572,0.6864569529489815,0,0.0,60,193,26,40.8,37.3,34.2,40.0,46.8,38.9,47.5,0.39279588336192106,0.4627791563275434,0.41105769230769235,0.3151815181518152,0.6156968876860622,0.2573402417962003,0.3640625,0.4027019828044621,0.6046880870862918,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
PAN,Panama,Latin America & Caribbean ,High income,0.6543250217256888,87,76.0,68.0,88.05,0.0,0.0,0.1044270833333333,0.3766516033544161,0.8106900404600847,0.7907396443352344,0.6392187987530201,1,0.0384615384615384,60,193,26,50.4,36.8,51.7,61.8,48.0,42.2,61.8,0.5574614065180102,0.456575682382134,0.6213942307692308,0.6749174917491749,0.631935047361299,0.31433506044905013,0.5874999999999999,0.5491598456041283,0.6799249430321066,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
GEO,Georgia,Europe & Central Asia,Upper middle income,0.6532030764803352,88,83.5,48.95,107.34999999999998,0.0666666666666666,0.0,0.3041666666666665,0.509239642509025,0.887079208498833,0.6353008413217734,0.5811926135917094,0,0.0,60,193,26,48.2,51.1,51.5,43.8,23.3,67.5,52.0,0.5197255574614066,0.6339950372208437,0.6189903846153846,0.37788778877887785,0.2976995940460081,0.7512953367875647,0.434375,0.5191383855585837,0.7031087970287084,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
BHR,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",High income,0.6523110582727074,89,103.0,84.0,123.05,0.0,0.0,0.2033854166666666,0.2242510935493122,0.989839380449274,0.6157753186314454,0.7793784404607978,0,0.0,60,193,26,38.9,31.9,33.5,44.8,38.9,29.2,55.0,0.36020583190394506,0.3957816377171216,0.4026442307692308,0.39438943894389433,0.5087956698240866,0.08981001727115714,0.48125,0.37612526091849086,0.6829823206838824,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
TTO,Trinidad and Tobago,Latin America & Caribbean ,High income,0.6512626453966167,90,83.0,69.95,105.15,0.0,0.0,0.1833333333333332,0.4104531585570775,0.9077504764921543,0.6217329960273007,0.6651139505099344,1,0.0384615384615384,60,193,26,37.7,22.3,12.1,44.2,29.7,54.7,63.5,0.339622641509434,0.27667493796526055,0.1454326923076923,0.38448844884488453,0.3843031123139377,0.5302245250431779,0.6140625,0.38211555114062673,0.6449330138163906,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,0.6501454007497245,91,88.0,54.75,96.0,0.0333333333333333,0.0,0.21484375,0.3317152029949079,0.8719689879667554,0.6767504291276911,0.7201469829095438,0,0.0,60,193,26,43.0,27.5,26.7,36.5,40.5,67.0,60.1,0.4305317324185249,0.3411910669975186,0.3209134615384615,0.25742574257425743,0.530446549391069,0.7426597582037996,0.5609375000000001,0.4548722587319473,0.6634206233493514,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
DZA,Algeria,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,0.6490773240471281,92,96.0,78.5,113.0,0.0,0.0,0.1796875,0.2542673301460795,0.8443272353045255,0.7553194495008495,0.7423952812370581,0,0.0,60,193,26,26.8,19.4,8.5,31.1,12.6,37.3,52.0,0.15265866209262438,0.24069478908188585,0.10216346153846154,0.16831683168316836,0.15290933694181325,0.2297063903281519,0.434375,0.21154635309515793,0.5279367941998417,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
DMA,Dominica,Latin America & Caribbean ,Upper middle income,0.6483251716035098,93,92.0,88.0,100.0,0.0,0.0,0.0625,0.3440806211298222,0.9032418160110532,0.6047602982406856,0.7412179510324783,2,0.0769230769230769,60,193,26,27.1,13.6,10.0,29.3,9.5,47.2,52.7,0.15780445969125217,0.1687344913151365,0.12019230769230768,0.13861386138613865,0.11096075778078483,0.4006908462867012,0.44531250000000006,0.2203298891646173,0.5617858525878353,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
SLV,El Salvador,Latin America & Caribbean ,Upper middle income,0.6480007768591318,94,94.0,86.95,98.05,0.0,0.0,0.0578124999999999,0.3694577590601324,0.8834736436967887,0.5989970298532373,0.740074674826369,0,0.0,60,193,26,42.9,20.1,50.4,47.8,38.4,54.0,46.6,0.4288164665523156,0.24937965260545908,0.6057692307692307,0.4438943894389439,0.5020297699594046,0.5181347150259067,0.35000000000000003,0.4425748891930373,0.663024266444913,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
MNE,Montenegro,Europe & Central Asia,Upper middle income,0.6477545124955246,95,81.5,56.0,112.0,0.0,0.0,0.2916666666666667,0.5126032821767527,0.6703444256780262,0.6929378044056801,0.7151325377216396,0,0.0,60,193,26,40.8,36.3,17.5,42.3,37.0,54.0,57.6,0.39279588336192106,0.45037220843672454,0.21033653846153846,0.3531353135313531,0.48308525033829497,0.5181347150259067,0.5218750000000001,0.41853355845081985,0.544438992064423,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
LKA,Sri Lanka,South Asia,Lower middle income,0.6477008450464888,96,91.0,43.0,113.15,0.1,0.0,0.3653645833333332,0.1899266334096221,0.9682850936923582,0.7529169738176473,0.6796746792663276,0,0.0,60,193,26,33.1,21.5,32.9,33.2,13.6,38.9,58.1,0.26072041166380794,0.2667493796526055,0.3954326923076923,0.20297029702970304,0.16644113667117724,0.2573402417962003,0.5296875000000001,0.29704880844588377,0.632666951069121,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
BLZ,Belize,Latin America & Caribbean ,Upper middle income,0.6459885184203296,97,90.0,44.95,116.15,0.0833333333333333,0.0,0.3708333333333333,0.1845481518563255,0.8652466029814967,0.7259879734102914,0.8081713454332043,0,0.0,60,193,26,30.2,23.4,20.4,28.9,11.0,47.2,50.1,0.21097770154373927,0.2903225806451613,0.24519230769230765,0.132013201320132,0.13125845737483083,0.4006908462867012,0.40468750000000003,0.25930608498041036,0.5622763439809535,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
MYS,Malaysia,East Asia & Pacific,Upper middle income,0.6456944397265684,98,96.5,83.0,118.0,0.0,0.0,0.1822916666666666,0.2291338827416733,0.9145985435053348,0.7111663135976891,0.7278790190615761,1,0.0384615384615384,60,193,26,55.1,45.2,57.5,65.0,39.0,50.3,73.3,0.6380789022298456,0.5607940446650125,0.6911057692307692,0.7277227722772277,0.510148849797023,0.45423143350604483,0.7671874999999999,0.6213241816722748,0.7679613625888048,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
TJK,Tajikistan,Europe & Central Asia,Lower middle income,0.6357559129066745,99,95.5,67.4,110.0,0.0,0.0,0.2218749999999999,0.3499546768118913,0.9214354407742822,0.6826989523373221,0.5889345817032028,0,0.0,60,193,26,29.8,30.8,5.8,34.5,24.9,39.4,43.5,0.20411663807890226,0.3821339950372209,0.06971153846153846,0.22442244224422445,0.31935047361299046,0.2659758203799654,0.3015625,0.25246762968783454,0.5869515352310584,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,0.6346337579052626,100,83.0,68.0,112.2,0.0,0.0,0.2302083333333332,0.3330310308730893,0.9426166152682652,0.6202816841723293,0.6426057013073662,2,0.0769230769230769,60,193,26,38.3,27.3,35.8,29.9,20.7,51.2,65.0,0.3499142367066895,0.33870967741935487,0.4302884615384615,0.1485148514851485,0.26251691474966166,0.4697754749568221,0.6375,0.3767456595508768,0.659681137409571,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
ARM,Armenia,Europe & Central Asia,Upper middle income,0.6346016951006593,101,107.0,79.8,135.0,0.0,0.0,0.2875,0.4732849256029421,0.9163214042247854,0.6415149075582738,0.5072855430166362,0,0.0,60,193,26,63.2,75.0,67.9,72.6,55.0,58.7,50.3,0.7770154373927959,0.9305210918114144,0.8161057692307693,0.8531353135313531,0.7266576454668471,0.5993091537132987,0.40781249999999997,0.7300795587352112,0.8232004814799982,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
MEX,Mexico,Latin America & Caribbean ,Upper middle income,0.6295156707444782,102,105.5,100.0,118.0,0.0,0.0,0.09375,0.2638600782104646,0.834289803866633,0.6905645268805292,0.729348274020286,0,0.0,60,193,26,55.1,41.7,50.1,61.5,52.5,68.1,56.8,0.6380789022298456,0.5173697270471465,0.6021634615384616,0.66996699669967,0.692828146143437,0.7616580310880827,0.5093749999999999,0.6273486092495205,0.7308192065580768,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
BHS,"Bahamas, The",Latin America & Caribbean ,High income,0.6272271607997593,103,99.0,81.0,114.05,0.0,0.0,0.1721354166666666,0.3548022405378866,0.8258192258773593,0.6158999980284617,0.7123871787553294,1,0.0384615384615384,60,193,26,29.6,15.0,12.1,33.2,11.6,47.2,58.5,0.20068610634648373,0.18610421836228289,0.1454326923076923,0.20297029702970304,0.13937753721244922,0.4006908462867012,0.5359375,0.25874274250647317,0.5422809841919163,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
BTN,Bhutan,South Asia,Lower middle income,0.6260503846584147,104,105.5,56.8,123.25,0.0,0.0,0.3460937499999999,0.1205530925308737,0.8514114305809429,0.7092362861309001,0.8230007293909417,0,0.0,60,193,26,40.8,34.1,27.1,55.5,35.3,37.3,55.8,0.39279588336192106,0.42307692307692313,0.32572115384615385,0.570957095709571,0.46008119079837617,0.2297063903281519,0.49374999999999997,0.4137269481601567,0.6325691893705498,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
JAM,Jamaica,Latin America & Caribbean ,Upper middle income,0.6236573755955415,105,106.0,81.0,119.1,0.0,0.0,0.1984374999999999,0.2282760912104227,0.8809742637247908,0.6509635969585903,0.7344155504883616,0,0.0,60,193,26,30.9,17.8,18.8,31.2,14.5,43.6,59.6,0.2229845626072041,0.2208436724565757,0.22596153846153846,0.16996699669966997,0.17861975642760486,0.3385146804835924,0.5531250000000001,0.2728594581623122,0.5769168609435515,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
TKM,Turkmenistan,Europe & Central Asia,Upper middle income,0.6230590832895327,106,109.0,99.0,115.0,0.0,0.0,0.0833333333333333,0.2990039826459934,0.9642564590376924,0.6336296311541779,0.5953462603202672,1,0.0384615384615384,60,193,26,33.3,22.0,27.1,32.7,31.2,38.0,48.8,0.26415094339622636,0.2729528535980149,0.32572115384615385,0.19471947194719477,0.4046008119079837,0.24179620034542312,0.38437499999999997,0.29833091929157096,0.6312936891646317,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
GRD,Grenada,Latin America & Caribbean ,Upper middle income,0.6224522850556857,107,97.0,84.0,110.0,0.0,0.0,0.1354166666666666,0.2911663844123551,0.9151535956660868,0.6419917381565539,0.6414974219877472,2,0.0769230769230769,60,193,26,25.6,1.1,5.8,27.7,11.8,45.0,62.0,0.13207547169811323,0.013647642679900747,0.06971153846153846,0.11221122112211222,0.14208389715832204,0.36269430051813467,0.590625,0.20329272451973163,0.5592231600929092,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0.6207577583141333,108,99.5,85.0,123.1,0.0,0.0,0.1984374999999999,0.3822786569165964,0.7926950458636233,0.6585748480252485,0.6494824824510651,1,0.0384615384615384,60,193,26,36.8,17.0,41.0,57.0,19.2,39.6,46.9,0.32418524871355053,0.21091811414392062,0.4927884615384615,0.5957095709570958,0.24221921515561565,0.2694300518134715,0.3546875,0.35570545176030216,0.5742002488119627,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
PRY,Paraguay,Latin America & Caribbean ,Upper middle income,0.6200103143941642,109,110.5,97.65,121.0,0.0,0.0,0.1216145833333333,0.2308564778967678,0.8269696833764881,0.7383300460921496,0.683885050211251,0,0.0,60,193,26,39.8,39.2,30.4,36.7,40.1,38.0,54.4,0.3756432246998284,0.48635235732009935,0.36538461538461536,0.2607260726072608,0.5250338294993234,0.24179620034542312,0.471875,0.38954447140807863,0.6082570773922834,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
FJI,Fiji,East Asia & Pacific,Upper middle income,0.6178667108182544,110,114.0,90.95,125.0,0.0,0.0,0.17734375,0.1718859030867164,0.9193966862730744,0.553064783244404,0.8271194706688227,0,0.0,60,193,26,25.4,16.0,6.3,33.9,10.1,26.9,58.9,0.12864493996569468,0.19851116625310175,0.07572115384615384,0.2145214521452145,0.11907983761840323,0.05008635578583762,0.5421875,0.1898217722306294,0.5546092292518519,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
GUY,Guyana,Latin America & Caribbean ,High income,0.6118947006333888,111,106.0,63.0,117.0,0.0,0.0,0.28125,0.2028261617228233,0.867480051953228,0.6105846381499948,0.766687950707509,0,0.0,60,193,26,30.0,21.1,11.0,35.5,16.1,45.8,50.3,0.20754716981132076,0.26178660049627794,0.13221153846153846,0.24092409240924095,0.20027063599458728,0.3765112262521588,0.40781249999999997,0.261009109060732,0.56424458050698,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
PER,Peru,Latin America & Caribbean ,Upper middle income,0.6056794177274751,112,118.0,107.0,126.05,0.0,0.0,0.0992187499999999,0.219058315884222,0.7904545559187894,0.7070732519612428,0.7061315471456461,1,0.0384615384615384,60,193,26,53.8,37.7,48.9,50.2,65.7,65.1,55.3,0.6157804459691252,0.46774193548387105,0.5877403846153846,0.4834983498349836,0.871447902571042,0.7098445595854921,0.48593749999999997,0.6031415825799856,0.6967980692493876,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
